subpopulation,sample_count,mean_date_CE,mean_lat,mean_lon
Eastern_Med,97,182.37113402061857,37.69156091666667,32.55303295833333
Italian_Central_Med,409,110.25672371638142,41.81171084635697,12.979933838875306
Western_European,290,-97.07586206896552,43.753511979368426,2.7809022966315786
